No.,Rejected,Passed,Passed and Better value
0,,,21582.53
1,17226.69,,
2,,,20523.17
3,15540.47,,
4,,,18486.00
5,,,17686.07
6,17645.89,,
7,,,15367.69
8,14267.24,,
9,14178.21,,
10,,15740.17,
11,15269.07,,
12,15261.49,,
13,15312.91,,
14,14455.18,,
15,13002.51,,
16,,,13438.67
17,11856.11,,
18,,15812.58,
19,16290.06,,
20,,13775.63,
21,9626.12,,
22,11242.61,,
23,10250.13,,
24,9736.56,,
25,9611.51,,
26,7784.82,,
27,9676.28,,
28,9256.81,,
29,10620.11,,
30,10978.40,,
31,13164.71,,
32,10569.71,,
33,9757.62,,
34,8605.63,,
35,10726.44,,
36,10466.23,,
37,9944.39,,
38,9093.80,,
39,9294.79,,
40,9589.59,,
41,9501.32,,
42,8648.04,,
43,9820.40,,
44,9490.97,,
45,9820.40,,
46,9757.62,,
47,8446.59,,
48,9626.12,,
49,9929.29,,
50,9707.54,,
51,12674.60,,
52,9501.32,,
53,9736.56,,
54,9666.30,,
55,8923.70,,
56,9493.64,,
57,9619.37,,
58,9743.01,,
59,9963.08,,
60,9100.41,,
61,9205.25,,
62,9626.12,,
63,9825.91,,
64,10040.28,,
65,9256.81,,
66,10288.53,,
67,10501.16,,
68,9665.88,,
69,9567.68,,
70,9165.12,,
71,9256.81,,
72,9154.93,,
73,10465.07,,
74,9351.19,,
75,10850.37,,
76,9834.12,,
77,10040.28,,
78,8276.01,,
79,11286.38,,
80,7210.23,,
81,10428.76,,
82,10183.25,,
83,8817.68,,
84,10325.06,,
85,10250.13,,
86,9626.12,,
87,9165.12,,
88,10606.63,,
89,9256.81,,
90,9792.94,,
91,9205.87,,
92,10466.23,,
93,11403.94,,
94,10466.23,,
95,10853.17,,
96,9116.73,,
97,9090.68,,
98,8605.63,,
99,8923.70,,
100,9736.56,,
101,13702.03,,
102,9099.54,,
103,10108.27,,
104,9490.97,,
105,9665.39,,
106,9532.61,,
107,8550.41,,
108,7880.25,,
109,8524.05,,
110,,,12258.44
111,,12343.79,
112,8498.52,,
113,,,10170.93
114,,,10060.49
115,,10395.99,
116,9358.07,,
117,,13505.23,
118,,,9999.83
119,,11228.49,
120,,10940.81,
121,,10696.33,
122,,10894.27,
123,8191.63,,
124,8253.47,,
125,8364.25,,
126,8477.92,,
127,8191.63,,
128,8371.72,,
129,7473.51,,
130,8615.04,,
131,7639.66,,
132,8278.99,,
133,10732.13,,
134,9441.06,,
135,9135.38,,
136,7181.03,,
137,6387.95,,
138,8477.92,,
139,8247.19,,
140,7108.96,,
141,8411.38,,
142,8550.08,,
143,8026.73,,
144,8524.39,,
145,8191.63,,
146,10039.44,,
147,8659.66,,
148,8125.16,,
149,8032.74,,
150,8793.71,,
151,8346.22,,
152,8477.92,,
153,8191.63,,
154,8693.27,,
155,8175.97,,
156,8678.22,,
157,10038.85,,
158,7277.68,,
159,8558.93,,
160,8934.59,,
161,10087.29,,
162,7148.33,,
163,7626.77,,
164,8100.02,,
165,8054.21,,
166,8088.56,,
167,8185.19,,
168,8253.47,,
169,8465.47,,
170,8337.64,,
171,7108.96,,
172,7191.69,,
173,8252.29,,
174,8678.22,,
175,8432.31,,
176,8180.97,,
177,8314.71,,
178,9153.63,,
179,8726.62,,
180,7191.69,,
181,7356.27,,
182,7978.63,,
183,8131.51,,
184,7947.74,,
185,8524.39,,
186,7747.83,,
187,9460.09,,
188,8432.31,,
189,8662.43,,
190,8071.39,,
191,7994.09,,
192,6657.31,,
193,12486.19,,
194,9222.07,,
195,10259.44,,
196,8232.28,,
197,7709.01,,
198,8232.28,,
199,10732.13,,
200,9152.82,,
201,7654.17,,
202,9135.38,,
203,10399.76,,
204,8191.63,,
205,11809.30,,
206,8050.36,,
207,9153.63,,
208,8243.95,,
209,8022.11,,
210,8411.38,,
211,8726.62,,
212,8555.84,,
213,7581.91,,
214,9320.74,,
215,8071.39,,
216,9466.46,,
217,7978.63,,
218,8411.38,,
219,11926.08,,
220,7908.53,,
221,7616.10,,
222,8284.47,,
223,7234.84,,
224,8185.19,,
225,8693.92,,
226,8432.31,,
227,8590.85,,
228,9285.25,,
229,8174.40,,
230,11167.14,,
231,8693.92,,
232,8054.21,,
233,6875.72,,
234,8191.63,,
235,8870.23,,
236,8878.72,,
237,9905.97,,
238,9434.47,,
239,7462.85,,
240,8920.54,,
241,8050.36,,
242,8615.04,,
243,8477.92,,
244,8110.01,,
245,8364.12,,
246,8131.51,,
247,10493.04,,
248,8110.80,,
249,8456.04,,
250,8802.18,,
251,7978.63,,
252,8432.31,,
253,8321.93,,
254,7994.09,,
255,8522.44,,
256,9373.53,,
257,8346.22,,
258,10038.85,,
259,8622.50,,
260,9168.62,,
261,7108.96,,
262,7415.47,,
263,8587.78,,
264,8110.01,,
265,7169.29,,
266,9213.91,,
267,9410.01,,
268,9390.97,,
269,8843.27,,
270,9741.08,,
271,8758.48,,
272,7148.33,,
273,8598.10,,
274,11174.62,,
275,8314.51,,
276,8432.31,,
277,8364.10,,
278,8346.22,,
279,8477.92,,
280,8110.01,,
281,7627.43,,
282,8772.44,,
283,8131.51,,
284,9439.71,,
285,7441.86,,
286,9662.25,,
287,8203.08,,
288,8622.50,,
289,6876.40,,
290,9304.31,,
291,5996.11,,
292,8131.51,,
293,7735.46,,
294,7473.51,,
295,8522.24,,
296,8744.25,,
297,8399.61,,
298,8805.16,,
299,9135.38,,
300,9121.72,,
301,8050.36,,
302,5521.19,,
303,9724.62,,
304,9430.43,,
305,8191.63,,
306,9447.35,,
307,7191.69,,
308,8758.48,,
309,9567.53,,
310,10613.72,,
311,8380.91,,
312,,11228.68,
313,10299.31,,
314,10123.27,,
315,10578.74,,
316,9683.37,,
317,,12073.20,
318,9575.80,,
319,10147.72,,
320,,11238.48,
321,9652.80,,
322,,11087.54,
323,,15014.03,
324,,11097.41,
325,9710.85,,
326,9488.52,,
327,10437.60,,
328,,11170.84,
329,,11517.90,
330,9878.60,,
331,9983.44,,
332,,10704.24,
333,10645.01,,
334,8991.21,,
335,8817.82,,
336,,11090.52,
337,,11655.51,
338,9214.99,,
339,,11655.94,
340,,12361.75,
341,,11143.02,
342,11177.18,,
343,,11087.54,
344,10650.93,,
345,9467.05,,
346,10502.46,,
347,10437.60,,
348,13113.76,,
349,9640.37,,
350,9894.55,,
351,,11636.21,
352,,14047.89,
353,,14688.25,
354,13793.77,,
355,9506.40,,
356,,10934.85,
357,,10588.94,
358,9813.57,,
359,15480.59,,
360,10437.60,,
361,11519.67,,
362,10055.88,,
363,,10179.40,
364,9227.43,,
365,13290.36,,
366,10234.73,,
367,10092.93,,
368,9782.98,,
369,,10525.32,
370,9866.69,,
371,,10164.60,
372,,11951.26,
373,9150.62,,
374,11828.47,,
375,,10112.43,
376,,10424.06,
377,12520.78,,
378,9273.70,,
379,,,9690.83
380,8326.28,,
381,,10452.02,
382,,10977.34,
383,,9690.83,
384,9208.38,,
385,,10759.61,
386,,10515.04,
387,,10776.44,
388,,9752.53,
389,12538.59,,
390,9559.03,,
391,8633.24,,
392,,9983.16,
393,9179.92,,
394,8744.50,,
395,12736.96,,
396,,,9639.00
397,,10129.44,
398,13552.16,,
399,,9663.68,
400,9559.03,,
401,9572.36,,
402,9509.62,,
403,11938.69,,
404,11431.26,,
405,9714.25,,
406,,13197.07,
407,12908.58,,
408,11132.70,,
409,12486.76,,
410,11175.67,,
411,8479.24,,
412,9312.04,,
413,,9639.00,
414,9370.97,,
415,9859.84,,
416,,9737.10,
417,12166.94,,
418,9263.76,,
419,,9929.17,
420,8684.06,,
421,,9653.81,
422,7729.43,,
423,,9752.53,
424,11801.06,,
425,12459.28,,
426,7836.01,,
427,7733.54,,
428,8902.39,,
429,8519.08,,
430,11213.58,,
431,7565.03,,
432,7991.96,,
433,8527.01,,
434,10359.68,,
435,8549.64,,
436,6646.58,,
437,11792.42,,
438,11120.59,,
439,7196.13,,
440,9125.04,,
441,9136.75,,
442,7949.54,,
443,8259.07,,
444,6772.07,,
445,7950.04,,
446,8493.00,,
447,7057.32,,
448,8729.53,,
449,7769.38,,
450,9303.86,,
451,8103.44,,
452,7860.69,,
453,10021.97,,
454,11179.61,,
455,8739.30,,
456,9057.81,,
457,8650.43,,
458,10905.03,,
459,8900.38,,
460,8428.33,,
461,7699.81,,
462,9136.75,,
463,10011.06,,
464,8875.52,,
465,8016.08,,
466,7874.67,,
467,8384.29,,
468,7934.12,,
469,9611.26,,
470,11792.42,,
471,9122.92,,
472,7797.51,,
473,7631.32,,
474,8741.54,,
475,8125.36,,
476,8156.63,,
477,11294.08,,
478,9025.10,,
479,8078.82,,
480,10021.97,,
481,7624.26,,
482,7769.38,,
483,7991.96,,
484,8065.54,,
485,10715.24,,
486,11270.79,,
487,8243.23,,
488,8073.54,,
489,8437.15,,
490,8044.11,,
491,7579.84,,
492,7937.82,,
493,8230.01,,
494,10021.97,,
495,8326.75,,
496,8428.33,,
497,8065.54,,
498,8701.36,,
499,7853.85,,
500,8726.82,,
501,7860.69,,
502,7863.99,,
503,8186.47,,
504,8539.40,,
505,8486.32,,
506,7850.82,,
507,8143.86,,
508,7991.96,,
509,8215.39,,
510,7949.54,,
511,10355.67,,
512,7948.93,,
513,7624.26,,
514,8288.45,,
515,7722.55,,
516,8598.16,,
517,10852.55,,
518,8710.21,,
519,8811.76,,
520,8453.33,,
521,11792.42,,
522,7991.96,,
523,8277.17,,
524,7456.63,,
525,7769.38,,
526,7821.21,,
527,12612.94,,
528,6968.86,,
529,8186.09,,
530,10019.81,,
531,8027.12,,
532,7919.92,,
533,6739.31,,
534,9303.86,,
535,8067.95,,
536,6465.18,,
537,7769.03,,
538,9097.57,,
539,9593.28,,
540,7721.99,,
541,11446.19,,
542,8263.57,,
543,8105.06,,
544,7950.04,,
545,8067.31,,
546,7637.29,,
547,7601.53,,
548,6871.30,,
549,7836.01,,
550,8243.23,,
551,8369.05,,
552,8650.93,,
553,8780.56,,
554,11929.72,,
555,11019.47,,
556,7992.98,,
557,9176.14,,
558,8174.75,,
559,8927.38,,
560,7934.12,,
561,8078.09,,
562,8135.54,,
563,8540.42,,
564,7836.01,,
565,9114.45,,
566,7363.05,,
567,7836.01,,
568,9963.54,,
569,9236.41,,
570,7951.22,,
571,7854.45,,
572,7971.75,,
573,8605.62,,
