No.,Rejected,Passed,Passed and Better value
0,21582.53,,
1,17724.75,,
2,14323.75,,
3,17387.89,,
4,20599.54,,
5,11662.89,,
6,17586.71,,
7,12647.31,,
8,18546.65,,
9,14444.39,,
10,15659.00,,
11,16369.75,,
12,17473.98,,
13,14228.29,,
14,19602.69,,
15,17678.23,,
16,20523.17,,
17,18982.64,,
18,19015.69,,
19,20587.56,,
20,16079.38,,
21,21582.53,,
22,19809.72,,
23,17392.46,,
24,14783.32,,
25,15853.36,,
26,19275.94,,
27,18179.23,,
28,14595.31,,
29,14868.82,,
30,18100.60,,
31,17681.32,,
32,18881.00,,
33,15984.99,,
34,13180.45,,
35,18667.56,,
36,15912.13,,
37,20544.79,,
38,13632.45,,
39,13431.57,,
40,13315.26,,
41,14040.25,,
42,14319.35,,
43,15650.94,,
44,15686.74,,
45,16312.37,,
46,16917.22,,
47,13615.16,,
48,13797.74,,
49,18013.31,,
50,18384.20,,
51,19966.88,,
52,16367.75,,
53,18384.20,,
54,13633.20,,
55,17625.84,,
56,19159.06,,
57,18318.26,,
58,14071.99,,
59,15468.35,,
60,15186.41,,
61,20936.70,,
62,21582.53,,
63,17090.60,,
64,17887.91,,
65,14066.13,,
66,19925.03,,
67,15401.75,,
68,15553.48,,
69,14992.09,,
70,13374.12,,
71,13118.97,,
72,13935.52,,
73,19713.20,,
74,20683.98,,
75,19311.55,,
76,15202.42,,
77,15968.16,,
78,18142.14,,
79,20321.49,,
80,13521.80,,
81,18001.36,,
82,19896.20,,
83,13736.62,,
84,19925.03,,
85,15990.52,,
86,15069.37,,
87,14820.17,,
88,20155.64,,
89,13975.05,,
90,20727.82,,
91,12427.54,,
92,20465.12,,
93,18353.01,,
94,16901.55,,
95,20683.98,,
96,13444.98,,
97,21364.75,,
98,13830.90,,
99,15130.37,,
100,15044.88,,
101,21582.53,,
102,18318.26,,
103,15939.44,,
104,14399.12,,
105,15307.97,,
106,16693.11,,
107,20155.64,,
108,17180.71,,
109,20938.21,,
110,20321.49,,
111,14241.36,,
112,14426.21,,
113,18384.20,,
114,15045.06,,
115,13372.70,,
116,15249.11,,
117,20876.29,,
118,14398.13,,
119,16838.38,,
120,16631.70,,
121,17066.95,,
122,20311.30,,
123,21582.53,,
124,15930.89,,
