evaluation,entry,valid,reason,cost,best_cost,tt,tb,TBase,Base,LToe,StemDB,StemSP,ToeDB,ToeSP,HeelDB,HeelSP
1,initial,False,MAXIMUM_MAIN_STEEL,999999999.0000000000,999999999.0000000000,0.3500000000,0.3500000000,0.4000000000,2.0000000000,0.6000000000,104,110,104,110,104,110
2,neighbor,False,MAXIMUM_MAIN_STEEL,999999999.0000000000,999999999.0000000000,0.3000000000,0.3000000000,0.4000000000,1.5000000000,0.5000000000,104,112,104,110,103,111
3,neighbor,False,MAXIMUM_MAIN_STEEL,999999999.0000000000,999999999.0000000000,0.3000000000,0.3000000000,0.4000000000,2.0000000000,0.6000000000,103,110,104,110,102,112
4,neighbor,False,MAXIMUM_MAIN_STEEL,999999999.0000000000,999999999.0000000000,0.3500000000,0.3500000000,0.4000000000,2.0000000000,0.5000000000,104,110,103,110,104,112
5,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,5122.8972500000,5122.8972500000,0.3250000000,0.3500000000,0.3000000000,1.5000000000,0.4000000000,103,112,103,111,102,110
6,neighbor,False,MAXIMUM_MAIN_STEEL,999999999.0000000000,5122.8972500000,0.3000000000,0.3000000000,0.4000000000,1.5000000000,0.4000000000,104,110,103,111,100,110
7,neighbor,False,MAXIMUM_MAIN_STEEL,999999999.0000000000,5122.8972500000,0.3500000000,0.3500000000,0.3000000000,2.0000000000,0.6000000000,104,111,104,110,102,110
8,neighbor,False,INVALID_GEOMETRY_OR_INPUT,999999999.0000000000,5122.8972500000,0.3000000000,0.3500000000,0.3000000000,1.5000000000,0.6000000000,104,110,104,110,102,110
9,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,5132.7598320000,5122.8972500000,0.3500000000,0.3500000000,0.4000000000,1.5000000000,0.4000000000,104,113,103,113,101,111
10,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,5994.5820000000,5122.8972500000,0.2750000000,0.3000000000,0.4000000000,2.0000000000,0.4000000000,103,111,102,110,102,111
11,neighbor,False,INVALID_GEOMETRY_OR_INPUT,999999999.0000000000,5122.8972500000,0.3250000000,0.3500000000,0.3000000000,1.5000000000,0.6000000000,103,113,104,112,104,110
12,neighbor,False,MAXIMUM_MAIN_STEEL,999999999.0000000000,5122.8972500000,0.2500000000,0.2500000000,0.4000000000,1.5000000000,0.5000000000,104,113,104,110,104,110
13,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,5895.5648400000,5122.8972500000,0.3000000000,0.3000000000,0.4000000000,2.0000000000,0.4000000000,103,111,104,112,101,111
14,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,6237.8332500000,5122.8972500000,0.3000000000,0.3000000000,0.4000000000,2.0000000000,0.4000000000,103,112,102,112,103,110
15,neighbor,False,MAXIMUM_MAIN_STEEL,999999999.0000000000,5122.8972500000,0.2500000000,0.2500000000,0.4000000000,1.5000000000,0.4000000000,101,111,102,111,104,110
16,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,6015.5316000000,5122.8972500000,0.3500000000,0.3500000000,0.3000000000,2.0000000000,0.5000000000,104,112,102,113,102,110
17,neighbor,False,MAXIMUM_MAIN_STEEL,999999999.0000000000,5122.8972500000,0.3500000000,0.3500000000,0.3000000000,1.5000000000,0.4000000000,104,113,102,113,104,110
18,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,5446.8454200000,5122.8972500000,0.3000000000,0.3000000000,0.4000000000,2.0000000000,0.4000000000,102,111,103,110,101,111
19,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,4303.8366720000,4303.8366720000,0.3000000000,0.3000000000,0.4000000000,1.5000000000,0.5000000000,101,113,104,113,102,110
20,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,4303.8366720000,0.2500000000,0.3000000000,0.3500000000,1.5000000000,0.4000000000,100,112,104,113,104,111
21,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,4303.8366720000,0.2750000000,0.3500000000,0.4000000000,2.0000000000,0.6000000000,100,113,104,113,104,111
22,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,5429.8460700000,4303.8366720000,0.2750000000,0.3500000000,0.4000000000,2.0000000000,0.4000000000,103,112,103,113,101,112
23,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,4303.8366720000,0.2750000000,0.3500000000,0.3500000000,2.0000000000,0.4000000000,100,113,104,113,101,110
24,neighbor,False,INVALID_GEOMETRY_OR_INPUT,999999999.0000000000,4303.8366720000,0.3250000000,0.3500000000,0.4000000000,1.5000000000,0.6000000000,101,113,103,113,102,112
25,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,4303.8366720000,0.2000000000,0.2000000000,0.4000000000,2.0000000000,0.5000000000,103,113,104,113,100,112
26,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,4302.7665600000,4302.7665600000,0.2750000000,0.3000000000,0.4000000000,1.5000000000,0.4000000000,101,112,103,113,102,110
27,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,4302.7665600000,0.2750000000,0.3000000000,0.3000000000,2.0000000000,0.4000000000,100,112,103,113,103,110
28,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,4302.7665600000,0.2500000000,0.2500000000,0.3000000000,2.0000000000,0.5000000000,100,112,101,113,102,110
29,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,3839.8123200000,3839.8123200000,0.3000000000,0.3000000000,0.3000000000,1.5000000000,0.5000000000,101,113,104,112,100,110
30,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,3447.9694560000,3447.9694560000,0.2500000000,0.2500000000,0.3000000000,1.5000000000,0.4000000000,101,113,104,113,100,110
31,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,4914.0810000000,3447.9694560000,0.2500000000,0.2500000000,0.3000000000,2.0000000000,0.6000000000,103,113,102,111,102,110
