No.,Rejected,Passed,Passed and Better value
0,29924.36,,
1,14960.23,,
2,13699.67,,
3,14380.50,,
4,11237.02,,
5,9782.09,,
6,10589.93,,
7,11245.56,,
8,7875.44,,
9,7555.90,,
10,7300.58,,
11,7555.90,,
12,9403.58,,
13,7387.57,,
14,,,7298.80
15,7415.42,,
16,,,4643.07
17,,5028.03,
18,,4732.54,
19,,,4625.18
20,,,4539.29
21,4866.74,,
22,,4999.75,
23,5771.94,,
24,,,4415.62
25,,4482.04,
26,,4441.14,
27,,,4410.46
28,,,4354.78
29,,,3957.58
30,,3977.72,
31,3670.89,,
32,3922.34,,
33,3854.20,,
34,,4315.28,
35,,4168.68,
36,4221.13,,
37,3846.17,,
38,4601.48,,
39,,,3570.21
40,3918.30,,
41,,4239.91,
42,3454.29,,
43,3515.48,,
44,3399.39,,
45,,3667.83,
46,3493.51,,
47,,3737.55,
48,,,3545.81
49,,3655.28,
50,,,3460.18
51,,3487.42,
52,3088.45,,
53,,,3258.07
54,3745.91,,
55,,3332.70,
56,,3680.99,
57,,3548.31,
58,3204.76,,
59,,3279.87,
60,,,3240.95
61,,4190.76,
62,,3550.31,
63,,3617.41,
64,3847.28,,
65,3074.43,,
66,,3501.01,
67,,3520.91,
68,3485.37,,
69,,3535.12,
70,,3496.03,
71,,3593.64,
72,3419.33,,
73,,3663.37,
74,,3471.63,
75,2913.02,,
76,3585.51,,
77,3688.75,,
78,,3252.62,
79,,3251.61,
80,2865.68,,
81,,3531.18,
82,,3663.86,
83,3629.55,,
84,,3315.58,
85,,3354.40,
86,3300.90,,
87,,3316.20,
88,3924.22,,
89,,3247.55,
90,3648.47,,
91,,3407.42,
92,3721.74,,
93,3677.15,,
94,,3276.48,
95,,3256.58,
96,3232.95,,
97,3688.20,,
98,,3309.65,
99,3659.90,,
100,4580.62,,
101,3332.78,,
102,,3408.99,
103,,3954.72,
104,,3252.87,
105,,3601.15,
106,,,3205.88
107,,3481.85,
108,,3251.38,
109,2976.70,,
110,3636.21,,
111,,3399.84,
112,3051.33,,
113,3149.90,,
114,,3835.43,
115,3755.17,,
116,,4234.08,
117,,4062.28,
118,,,3197.25
119,,3269.21,
120,,3226.02,
121,,3209.90,
122,,3297.77,
123,,3215.52,
124,,,3165.26
125,3841.40,,
126,3462.64,,
127,,,3151.55
128,,,3076.92
129,3123.42,,
130,,3090.63,
131,,3085.55,
132,2865.68,,
133,3023.61,,
134,4116.40,,
135,3618.23,,
136,,3122.61,
137,,3097.03,
138,,3209.22,
139,,3140.89,
140,,3159.84,
141,,3588.25,
142,3144.18,,
143,2918.99,,
144,,3165.26,
145,,3309.49,
146,,3105.69,
147,,3089.58,
148,,3165.60,
149,,3114.45,
150,3066.64,,
151,3600.38,,
152,3666.94,,
153,,3129.18,
154,3103.41,,
155,,3123.08,
156,3697.98,,
157,,3163.53,
158,,3136.05,
159,,3240.95,
160,3573.39,,
161,,3337.97,
162,3625.70,,
163,3043.37,,
164,3514.75,,
165,,3231.56,
166,,3434.31,
167,2918.99,,
168,,3157.95,
169,3536.32,,
170,,3126.51,
171,4361.06,,
172,,3132.54,
173,,3739.78,
174,,3272.39,
175,3145.42,,
176,3181.54,,
177,3339.35,,
178,,3683.02,
179,3710.90,,
180,,3525.09,
181,3506.91,,
182,,3272.39,
183,,3201.31,
184,,3101.80,
185,3070.45,,
186,,3145.63,
187,4417.65,,
188,3481.40,,
189,3557.97,,
190,3916.03,,
191,,3088.60,
192,3316.87,,
193,3132.73,,
194,,3499.84,
195,,3771.49,
196,,3367.16,
197,,3594.34,
198,,3341.90,
199,,3531.18,
200,3467.42,,
201,3809.47,,
202,3095.92,,
203,4004.13,,
204,2993.62,,
205,,3117.20,
206,3504.93,,
207,,3209.22,
208,3379.13,,
209,3891.20,,
210,,3476.78,
211,3434.71,,
212,,3147.49,
213,,3121.90,
214,3095.32,,
215,,3113.47,
216,3576.47,,
217,3091.52,,
218,2927.66,,
219,3243.52,,
220,,3768.41,
221,3107.98,,
222,,3582.39,
223,3536.96,,
224,2825.70,,
225,,3203.81,
226,,3170.07,
227,3676.87,,
228,2948.43,,
229,3715.47,,
230,3567.12,,
231,,3604.22,
232,,3935.54,
233,3063.59,,
234,,3233.56,
235,3664.71,,
236,4248.15,,
237,3534.84,,
238,,3476.78,
239,3376.21,,
240,,3150.37,
241,,3146.25,
242,3647.89,,
243,3503.58,,
244,3046.59,,
245,,3752.28,
246,,3136.15,
247,3561.58,,
248,3403.46,,
249,3587.59,,
250,3588.65,,
251,3398.88,,
252,2976.10,,
253,,3152.17,
254,3391.02,,
255,,3897.71,
256,3528.24,,
257,3552.10,,
258,3748.53,,
259,3214.44,,
260,3043.32,,
261,3107.85,,
262,,3131.41,
263,,3131.24,
264,3364.53,,
265,,3099.26,
266,,3157.31,
267,3693.00,,
268,4404.48,,
269,,3124.14,
270,3760.65,,
271,4372.10,,
272,3084.15,,
273,3485.97,,
274,,3184.55,
275,3549.43,,
276,2970.22,,
277,3544.65,,
278,,3367.16,
279,3653.98,,
280,,3162.83,
281,3631.44,,
282,3215.97,,
283,,3076.92,
284,2998.19,,
285,3940.40,,
286,,3614.89,
287,,3821.79,
288,3556.81,,
289,3549.10,,
290,3207.97,,
291,3065.12,,
292,,3198.39,
293,,3083.52,
294,3559.43,,
295,3103.70,,
296,,3271.94,
297,,3087.58,
298,3401.30,,
299,3076.92,,
300,4474.97,,
301,3345.57,,
302,3339.48,,
303,4661.00,,
304,3895.08,,
305,3569.29,,
306,,3657.77,
307,,3670.26,
308,3085.68,,
309,3827.62,,
310,3858.48,,
311,,3473.51,
312,,3196.51,
313,3525.46,,
314,3240.46,,
315,,3815.70,
316,,3766.15,
317,3154.69,,
318,,3756.26,
319,,3143.22,
320,,3127.11,
321,,3980.26,
322,3104.93,,
323,,3209.34,
324,3187.69,,
325,,3379.55,
326,,3335.52,
327,3078.82,,
328,3607.23,,
329,3234.85,,
330,,3314.76,
331,,3099.26,
332,3392.79,,
333,3313.06,,
334,3751.18,,
335,,3209.22,
336,3896.33,,
337,3105.62,,
338,,3449.17,
339,3078.82,,
340,3678.93,,
341,2973.65,,
342,4392.18,,
343,3432.48,,
344,,3138.35,
345,3173.40,,
346,3662.93,,
347,3274.48,,
348,3691.21,,
349,3777.22,,
350,,3607.44,
351,3804.14,,
352,3656.33,,
353,,3172.37,
354,3500.19,,
355,4027.76,,
356,3898.51,,
357,3423.76,,
358,,3343.81,
359,3235.39,,
360,,3944.56,
361,3905.98,,
362,,3689.11,
363,,3791.34,
364,3790.44,,
365,3253.63,,
366,3370.88,,
367,3624.87,,
368,4347.22,,
369,3676.14,,
370,,3114.66,
371,,3959.91,
372,3864.68,,
373,3090.87,,
374,4358.39,,
375,4379.72,,
376,3419.03,,
377,3510.98,,
378,3537.88,,
379,3087.71,,
380,,3149.52,
381,3660.43,,
382,,3592.24,
383,3558.28,,
384,3121.69,,
385,3773.27,,
386,4009.26,,
387,3816.46,,
388,3765.38,,
389,,3346.21,
390,3394.87,,
391,3081.49,,
392,3394.87,,
393,3573.93,,
394,,3847.05,
395,4255.44,,
396,3087.71,,
397,3526.44,,
398,,3765.03,
399,3265.72,,
400,,3181.17,
401,3485.97,,
402,3068.92,,
403,3215.97,,
404,,3607.10,
405,3382.14,,
406,,3446.99,
407,,3200.12,
408,3581.83,,
409,4350.40,,
410,3235.51,,
411,3895.08,,
412,,3391.50,
413,4345.60,,
414,3437.68,,
415,,3160.18,
416,,3645.34,
417,3951.95,,
418,,3112.46,
419,3592.88,,
420,,3123.46,
421,2895.13,,
422,3068.16,,
423,3792.26,,
424,3386.87,,
425,3122.26,,
426,4196.72,,
427,,3126.68,
428,4369.94,,
429,4021.13,,
430,,3609.01,
431,3068.16,,
432,4111.64,,
433,3228.41,,
434,3607.83,,
435,3251.51,,
436,4160.50,,
437,3573.92,,
438,,3178.24,
439,,3315.58,
440,,3194.03,
441,3524.18,,
442,,3151.38,
443,,3099.26,
444,3474.80,,
445,4838.00,,
446,,3165.26,
447,3559.71,,
448,,3099.26,
449,3489.53,,
450,3515.38,,
451,3585.78,,
452,,3354.40,
453,3486.88,,
454,,3115.84,
455,3503.50,,
456,4312.19,,
457,,3663.86,
458,3534.84,,
459,,3516.49,
460,,3088.60,
461,,3173.89,
462,3263.56,,
463,3412.81,,
464,3187.64,,
465,3642.47,,
466,3060.17,,
467,3087.12,,
468,3520.33,,
469,2872.28,,
470,3497.39,,
471,3675.37,,
472,3496.63,,
473,3384.21,,
474,,3173.89,
475,4466.87,,
476,3307.65,,
477,,3322.18,
478,3516.18,,
479,3682.30,,
480,,3310.64,
481,3933.05,,
482,2865.68,,
483,3576.14,,
484,3116.14,,
485,3220.14,,
486,3075.27,,
487,3080.60,,
488,,3158.93,
489,4357.51,,
490,3106.92,,
491,4419.45,,
492,,3192.90,
493,3679.84,,
494,3807.95,,
495,3512.63,,
496,4359.68,,
497,3846.87,,
498,3674.74,,
499,3060.17,,
500,,3940.95,
501,,3930.93,
502,3280.53,,
503,3071.72,,
504,3747.64,,
505,3645.18,,
506,3106.37,,
507,4582.84,,
508,4393.93,,
509,3683.76,,
510,,3664.75,
511,3246.73,,
512,4539.41,,
513,3477.97,,
514,,3116.01,
515,,3187.71,
516,3372.53,,
517,2950.47,,
518,3023.61,,
519,,3201.93,
520,3388.65,,
521,,4323.19,
522,3904.62,,
523,3581.38,,
524,4128.01,,
525,,3644.44,
526,,3197.39,
527,3966.06,,
528,,3182.67,
529,3702.39,,
530,,4097.92,
531,,3618.03,
532,,3221.61,
533,,3197.63,
534,,3179.65,
535,,3334.85,
536,4331.61,,
537,3661.67,,
538,3538.10,,
539,3808.55,,
540,4527.22,,
541,4537.12,,
542,,3711.74,
543,3551.30,,
544,3669.21,,
545,,3151.38,
