No.,Rejected,Passed,Passed and Better value
0,8828.11,,
1,5904.20,,
2,7311.47,,
3,8104.04,,
4,,,
5,7355.70,,
6,8543.26,,
7,7598.28,,
8,,,
9,8217.91,,
10,7324.26,,
11,7204.47,,
12,7984.23,,
13,8572.35,,
14,7110.77,,
15,,,
16,,,
17,7515.50,,
18,6510.07,,
19,6805.46,,
20,,,
21,,,
22,,,
23,,,
24,,,6056.55
25,,,5642.69
26,,5733.11,
27,,,5033.81
28,,,4493.64
29,,,4069.06
30,,5028.62,
31,5429.37,,
32,,5374.51,
33,3376.64,,
34,3364.43,,
35,3859.32,,
36,,,3516.09
37,4687.01,,
38,3223.21,,
39,3415.16,,
40,3330.88,,
41,4750.78,,
42,4313.92,,
43,5108.01,,
44,,4345.02,
45,4131.89,,
46,4960.49,,
47,4239.48,,
48,4187.23,,
49,,3816.64,
50,5540.46,,
51,5617.67,,
52,4449.88,,
53,3908.25,,
54,4562.02,,
55,3410.05,,
56,,5347.84,
57,4287.61,,
58,3706.74,,
59,3694.66,,
60,,5129.10,
61,3820.64,,
62,3225.08,,
63,,4095.07,
64,5622.87,,
65,,,3453.89
66,,,3267.31
67,3174.02,,
68,3118.05,,
69,,3889.25,
70,,3557.55,
71,,3391.70,
72,,3292.19,
73,,4448.99,
74,,3930.71,
75,,3671.57,
76,,3516.09,
77,5323.59,,
78,4513.78,,
79,,4108.87,
80,,3865.93,
81,5941.64,,
82,4925.81,,
83,,4417.89,
84,,4113.14,
85,,3293.49,
86,,,3263.28
87,3248.18,,
88,3239.12,,
89,,3363.98,
90,,3310.27,
91,,3283.42,
92,,3267.31,
93,,3454.60,
94,,3370.69,
95,,3328.74,
96,,3303.56,
97,3596.20,,
98,,3465.09,
99,,3399.54,
100,,3360.20,
101,3696.27,,
102,,3531.80,
103,,3449.57,
104,,3400.23,
105,,3311.26,
106,,3263.28,
107,3239.30,,
108,3224.90,,
109,,3423.21,
110,,3337.92,
111,,3295.27,
112,,3269.68,
113,,3567.14,
114,,3433.87,
115,,3367.24,
116,,3327.25,
117,3792.04,,
118,,3583.80,
119,,3479.68,
120,,3417.21,
121,3950.97,,
122,,3689.75,
123,,3559.15,
124,,3480.78,
