No.,Rejected,Passed,Passed and Better value
0,8828.11,,
1,5904.20,,
2,7311.47,,
3,8104.04,,
4,,,
5,7355.70,,
6,8543.26,,
7,7598.28,,
8,,,
9,8217.91,,
10,7324.26,,
11,7204.47,,
12,7984.23,,
13,8572.35,,
14,7110.77,,
15,,,
16,,,
17,7515.50,,
18,6510.07,,
19,6805.46,,
20,,,
21,,,
22,,,
23,,,
24,,,6056.55
25,,,5642.69
26,,5733.11,
27,,,5033.81
28,,,4493.64
29,,,4069.06
30,,5028.62,
31,5429.37,,
32,,5374.51,
33,3376.64,,
34,3364.43,,
35,3859.32,,
36,,,3516.09
37,4687.01,,
38,3223.21,,
39,3415.16,,
40,3330.88,,
41,4750.78,,
42,4313.92,,
43,5108.01,,
44,,4345.02,
45,4131.89,,
46,4960.49,,
47,4239.48,,
48,4187.23,,
49,,3816.64,
50,5540.46,,
51,5617.67,,
52,4449.88,,
53,3908.25,,
54,4562.02,,
55,3410.05,,
56,,5347.84,
57,4287.61,,
58,3706.74,,
59,3694.66,,
60,,5129.10,
61,3820.64,,
62,3225.08,,
63,,4095.07,
64,5622.87,,
65,4848.45,,
66,,4937.03,
67,3831.13,,
68,,4054.12,
69,3521.15,,
70,3371.51,,
71,4056.58,,
72,3280.83,,
73,4320.12,,
74,3818.54,,
75,4612.08,,
76,5263.44,,
77,,4199.54,
78,,3584.93,
79,3536.55,,
80,,4899.07,
81,,4693.17,
82,4069.28,,
83,3603.44,,
84,4065.56,,
85,3067.94,,
86,3314.89,,
87,,,3453.89
88,,,3267.31
89,3174.02,,
90,3118.05,,
91,,3889.25,
92,,3557.55,
93,,3391.70,
94,,3292.19,
95,,4448.99,
96,,3930.71,
97,,3671.57,
98,,3516.09,
99,5323.59,,
100,4513.78,,
101,,4108.87,
102,,3865.93,
103,5941.64,,
104,4925.81,,
105,,4417.89,
106,,4113.14,
107,,3293.49,
108,,,3263.28
109,3248.18,,
110,3239.12,,
111,,3363.98,
112,,3310.27,
113,,3283.42,
114,,3267.31,
115,,3454.60,
116,,3370.69,
117,,3328.74,
118,,3303.56,
119,3596.20,,
120,,3465.09,
121,,3399.54,
122,,3360.20,
123,3696.27,,
124,,3531.80,
