No.,Rejected,Passed,Passed and Better value
0,,,21582.53
1,,,20936.70
2,,,18684.75
3,14515.84,,
4,14365.30,,
5,15396.61,,
6,,,14335.16
7,14025.42,,
8,14162.21,,
9,14097.35,,
10,12365.04,,
11,15271.42,,
12,,15189.88,
13,,14652.94,
14,,14418.78,
15,13972.37,,
16,14801.39,,
17,13298.60,,
18,,,13624.61
19,,13850.24,
20,14338.70,,
21,15814.00,,
22,,,13460.89
23,,13587.35,
24,13041.61,,
25,,13713.81,
26,,13503.84,
27,12260.32,,
28,,13718.55,
29,13350.96,,
30,15453.44,,
31,12268.85,,
32,13399.05,,
33,11006.53,,
34,,13503.84,
35,,14501.77,
36,11835.29,,
37,,13681.36,
38,,14020.93,
39,12838.96,,
40,,16881.54,
41,13265.78,,
42,,15101.35,
43,16654.86,,
44,,13749.19,
45,,13521.11,
46,13426.54,,
47,,13867.65,
48,12838.96,,
49,11764.82,,
50,14271.22,,
51,,14927.99,
52,,13460.89,
53,,14501.77,
54,,13460.89,
55,,16876.22,
56,17317.57,,
57,12424.33,,
58,,15851.46,
59,,13960.11,
60,13098.10,,
61,13399.05,,
62,,13563.96,
63,13265.78,,
64,12414.41,,
65,13098.10,,
66,11476.77,,
67,,13503.84,
68,,13960.11,
69,,14393.80,
70,,16881.54,
71,,13655.26,
72,,17985.72,
73,13098.10,,
74,11160.56,,
75,,13822.18,
76,,13557.51,
77,13098.10,,
78,,,13276.45
79,,13287.90,
80,,13578.84,
81,,15042.92,
82,15780.04,,
83,,15963.49,
84,13438.66,,
85,,13441.35,
86,9672.91,,
87,12402.24,,
88,,13315.32,
89,13214.61,,
90,12123.28,,
91,13437.36,,
92,13240.32,,
93,12584.21,,
94,12693.39,,
95,13136.05,,
96,12278.76,,
97,12542.46,,
98,11853.89,,
99,,14341.97,
100,12471.35,,
101,,15861.13,
102,12589.73,,
103,12278.76,,
104,,15705.89,
105,,13946.36,
106,,14303.18,
107,13243.07,,
108,,13379.51,
109,,14721.71,
110,,14356.20,
111,,13836.49,
112,12419.09,,
113,,,13259.27
114,12676.21,,
115,13150.88,,
116,12786.04,,
117,,13379.51,
118,14329.59,,
119,12614.47,,
120,13181.98,,
121,11727.84,,
122,,13390.97,
123,,13512.19,
124,,13642.27,
125,12261.58,,
126,11867.24,,
127,,13534.11,
128,,14014.82,
129,,13671.31,
130,13181.98,,
131,12158.38,,
132,,13385.73,
133,,13441.35,
134,,15025.74,
135,14584.19,,
136,,13875.01,
137,12935.35,,
138,12699.18,,
139,,13946.36,
140,12803.27,,
141,,13259.27,
142,,14324.72,
143,,13525.52,
144,12261.58,,
145,12890.88,,
146,,13532.45,
147,,13319.49,
148,11770.04,,
149,12572.55,,
150,,,13246.42
151,15704.15,,
152,,13461.14,
153,,13582.07,
154,10993.18,,
155,,13348.12,
156,,15033.08,
157,12551.85,,
158,,13272.09,
159,12918.79,,
160,14514.83,,
161,,15752.94,
162,,,11926.26
163,11734.05,,
164,,15752.94,
165,12162.82,,
