No.,Rejected,Passed,Passed and Better value
0,,,13713.67
1,10641.31,,
2,8066.28,,
3,10376.48,,
4,,,12930.81
5,6349.17,,
6,,,10582.41
7,7007.33,,
8,8929.12,,
9,8294.34,,
10,,,9235.09
11,8887.81,,
12,,,8459.40
13,7370.61,,
14,,9058.52,
15,,,8221.13
16,,,7945.41
17,7833.62,,
18,9667.22,,
19,7767.34,,
20,8677.37,,
21,,,6527.44
22,,,6146.28
23,6826.93,,
24,,,6097.60
25,,,5988.68
26,,,5971.40
27,,6128.08,
28,5627.50,,
29,6831.23,,
30,5960.08,,
31,8570.61,,
32,6837.97,,
33,6196.72,,
34,5392.10,,
35,,6210.65,
36,6796.01,,
37,,6319.39,
38,5676.26,,
39,5310.52,,
40,5062.76,,
41,5578.86,,
42,5147.34,,
43,6735.32,,
44,5741.35,,
45,6150.52,,
46,6270.62,,
47,5730.85,,
48,5369.41,,
49,8413.39,,
50,,5971.40,
51,7747.19,,
52,,7147.92,
53,,5971.40,
54,5207.37,,
55,5331.11,,
56,6625.62,,
57,,6128.08,
58,5558.76,,
59,,6318.12,
60,6638.46,,
61,,6000.25,
62,5551.64,,
63,4897.54,,
64,5403.75,,
65,5491.82,,
66,5498.43,,
67,5647.68,,
68,,,5733.39
69,5407.74,,
70,4726.91,,
71,5261.17,,
72,5123.30,,
73,,6215.51,
74,,5733.39,
75,6572.04,,
76,6508.56,,
77,6196.44,,
78,,,5702.07
79,7659.50,,
80,4231.25,,
81,,,5677.83
82,,,5657.69
83,5360.82,,
84,,5677.83,
85,5922.04,,
86,,5942.78,
87,,6044.30,
88,,6307.42,
89,4852.04,,
90,,,5542.18
91,4217.92,,
92,9386.97,,
93,,6131.21,
94,,6319.55,
95,,,5526.78
96,4361.98,,
97,,5765.97,
98,5662.89,,
99,6256.50,,
100,6330.94,,
101,8353.71,,
102,,5558.55,
103,,6087.84,
104,5041.05,,
105,5355.63,,
106,7164.91,,
107,,5708.03,
108,4584.48,,
109,,5616.11,
110,7511.98,,
111,5413.46,,
112,4528.78,,
113,,5615.02,
114,5299.57,,
115,5378.69,,
116,5563.74,,
117,,6211.51,
